customer_tweet_id,customer_text,predicted_intent,retrieved_support_text,retrieval_score,draft_reply,human_evidence_supported,human_helpful,human_correct,human_clear,human_notes
2831736,@115858 you guys need to fix iOS 11 for the 7plus my phone keeps freezing   and Iâ€™m tired of restarting my phone.,software\_update,@668047 We'd love to help. We know how essential it is for your iPhone to   run smoothly. Can you DM us the exact version of iOS running and what's   happening exactly? Go to Settings &gt; General &gt; About to check   iOS version. https\://t.co/GDrqU22YpT,0.388978,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @668047 We'd love to help. We know how essential it is for your iPhone to run   smoothly. Can you DM us the exact version of iOS running and what's happening   exactly? Go to Settings &gt; General &gt; About to check iOS version.   https\://t.co/GDrqU22YpT If that does not resolve the issue, Apple Support can   help with the next troubleshooting or service step.",TRUE,TRUE,TRUE,TRUE,Historical evidence directly asks for iOS version and details for freezing.
462043,My phone has been straight Trash and constantly freezing/apps crashing   since this update WTF @115858,software\_update,@545200 What issues have you noticed with your iPhone since updating?   Let's work together to sort this out via DM: https\://t.co/GDrqU22YpT,0.424764,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @545200 What issues have you noticed with your iPhone since updating? Let's   work together to sort this out via DM: https\://t.co/GDrqU22YpT If that does   not resolve the issue, Apple Support can help with the next troubleshooting   or service step.",TRUE,TRUE,TRUE,TRUE,Evidence is a similar post-update troubleshooting/DM case.
601355,Hey @116333 and @AppleSupport what in Godâ€™s name is going on in   Cupertino? I let the MacOS High Sierra bug slide by. But now you updated iOS   to 11.2 without the features claimed and pretty much hobbled Maps with messed   up GPS info. You are better than this!,software\_update,"@703134 So we can take a further look at this with you, please meet us in   DM. https\://t.co/GDrqU22YpT",0.204792,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @703134 So we can take a further look at this with you, please meet us in DM.   https\://t.co/GDrqU22YpT If that does not resolve the issue, Apple Support can   help with the next troubleshooting or service step.",TRUE,TRUE,TRUE,TRUE,A DM is a reasonable next step for investigating the update/Maps issue.
2943312,"@AppleSupport Hello there, my   iPhoto Library doesn't synch to iCloud (I've got more than 6000 elements   stuck for the last 72 hours, zero upload) Can you please help?<br>     Thanks",unclear,@528783 We've received your DM. Look for our response there.,0.236101,Iâ€™m sorry youâ€™re running into   this. Could you share a little more detail about what is happening and which   device or software version youâ€™re using?,FALSE,FALSE,FALSE,TRUE,Retrieved evidence only says a DM was received and does not address iCloud photo syncing.
2773279,@AppleSupport Iâ€™m using 11.1. I was recording a new session when I was   recording from safari but now that youâ€™ve asked I tried to record the video   from safari using the same recording time as I was recording a vid from   youtube and it worked for about 5 secs and after that it didnâ€™t have audio,unclear,@374386 When this happens is the Ring/Silent switch turned on?,0.221591,Iâ€™m sorry youâ€™re running into   this. Could you share a little more detail about what is happening and which   device or software version youâ€™re using?,FALSE,FALSE,FALSE,TRUE,Retrieved evidence is about the Ring/Silent switch and does not clearly support the recording/audio issue.
488066,"@AppleSupport Thank you! It wasnâ€™t gone, it just moved. ðŸ˜Š",unclear,@487602 You're very welcome! Feel free to reach out to us again if you   need us!,0.435711,Iâ€™m sorry youâ€™re running into   this. Could you share a little more detail about what is happening and which   device or software version youâ€™re using?,TRUE,TRUE,TRUE,TRUE,The response is appropriate for a resolved/unclear interaction.
2728099,@AppleSupport <br>     Hello <br>     I recently ported my phone number from one carrier to another <br>     I however have been unable to activate iMessages <br>     Iâ€™ve tried all solutions suggested on the Apple website but none have   worked.<br>     Please assist <br>     Thank you,app\_or\_feature\_issue,@188705 Let's look into this a bit closer. Join us in DM by using this   link: https\://t.co/nYknMGviju,0.206618,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @188705 Let's look into this a bit closer. Join us in DM by using this link:   https\://t.co/nYknMGviju If that does not resolve the issue, Apple Support can   help with the next troubleshooting or service step.",TRUE,TRUE,TRUE,TRUE,DM escalation is a reasonable response after attempted iMessage activation troubleshooting.
633863,@AppleSupport https\://t.co/zq3ugAaBO2,unclear,"@122190 Hey, we can get you pointed in the right direction. You'll need   to reach out to the app developer for help.",1,Iâ€™m sorry youâ€™re running into   this. Could you share a little more detail about what is happening and which   device or software version youâ€™re using?,FALSE,FALSE,FALSE,TRUE,"A URL-only message gives insufficient context; the draft asks for clarification, but retrieved evidence is about an app developer."
2783357,"@AppleSupport Hi Team, I just received an email (in German) stating that   an order couldnâ€™t be fulfilled but neither the link for the order no. works   nor does a manual entry lead anywhere. It could be a cancelled AppleCare+   order which didnâ€™t work via the Apple Store App.",purchase\_repair\_support,@469086 Thanks for reaching out. Can you please DM us and tell us if you   ordered your iPhone through your carrier or through our website?   https\://t.co/GDrqU22YpT,0.207694,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @469086 Thanks for reaching out. Can you please DM us and tell us if you   ordered your iPhone through your carrier or through our website? https\://t.co/GDrqU22YpT   If that does not resolve the issue, Apple Support can help with the next   troubleshooting or service step.",FALSE,FALSE,FALSE,TRUE,"Retrieved evidence is about iPhone purchase channel, not the suspicious/unusable order email."
177837,@AppleSupport I've updated my phone and its starting to lag. not to   mention it drains my battery,software\_update,"@216885 We are here for you, and we want to assist.  Please send us a DM so we can take a look   together. https\://t.co/GDrqU22YpT",0.289313,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @216885 We are here for you, and we want to assist.  Please send us a DM so we can take a look   together. https\://t.co/GDrqU22YpT If that does not resolve the issue, Apple   Support can help with the next troubleshooting or service step.",TRUE,TRUE,TRUE,TRUE,Historical evidence supports contacting support by DM for post-update issues.
2890750,@AppleSupport I need to force my iPhone X to power off because the screen   has frozen. Again. How do I do this?,device\_performance,@174965 We are here to help. DM us your iOS version and we can take a   look at this. https\://t.co/GDrqU22YpT,0.242758,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @174965 We are here to help. DM us your iOS version and we can take a look at   this. https\://t.co/GDrqU22YpT If that does not resolve the issue, Apple   Support can help with the next troubleshooting or service step.",FALSE,FALSE,FALSE,TRUE,"The customer asks how to force power off a frozen iPhone, but the retrieved evidence only asks for an iOS version."
2944496,"The ROOT user does NOT have a password! Type root into ANY 'locked' box   and click on the password text box, then click 'Okay'. I'm currently logged   into my Macbook AS ROOT @115858 @AppleSupport",account\_security,"@390552 Wi-Fi can be disconnected, not disabled, in the Control Center on   iOS 11. You'll want to turn that off in Settings &gt; Wi-Fi.",0.17883,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @390552 Wi-Fi can be disconnected, not disabled, in the Control Center on iOS   11. You'll want to turn that off in Settings &gt; Wi-Fi. If that does not   resolve the issue, Apple Support can help with the next troubleshooting or   service step.",FALSE,FALSE,FALSE,TRUE,Retrieved evidence is about Wi-Fi behavior and is unrelated to root/password claims.
590889,@AppleSupport. Since iOS 11 I can literally watch my battery percentage   drop while looking at the screen. No apps open.  No battery problems with iOS 10. Apple   please fix. In 30 min percentage dropped from 92% to 52%.,software\_update,"@520913 While it's normal for your battery to decrease while in use, we'd   like to better understand what's happening. Please DM us here:   https\://t.co/GDrqU22YpT",0.309045,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @520913 While it's normal for your battery to decrease while in use, we'd   like to better understand what's happening. Please DM us here: https\://t.co/GDrqU22YpT   If that does not resolve the issue, Apple Support can help with the next   troubleshooting or service step.",TRUE,TRUE,TRUE,TRUE,Historical evidence supports gathering more details about the abnormal battery drain.
588194,"@AppleSupport updated to 11.2, have 2 factor auth on, but do not see the   swipe in settings&gt;wallet to enable apple cash --- bug???",software\_update,"@377487 Great! First, let's see if this article help out with the problem   that you're experiencing with Maps: https\://t.co/jiMIBQw7go",0.278979,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @377487 Great! First, let's see if this article help out with the problem   that you're experiencing with Maps: https\://t.co/jiMIBQw7go If that does not   resolve the issue, Apple Support can help with the next troubleshooting or   service step.",FALSE,FALSE,FALSE,TRUE,"Retrieved evidence is specifically about Maps, not Apple Cash availability."
2210743,Bon en fait la batterie de lâ€™iphone 8 câ€™est autant une merde que   lâ€™iphone 6 que jâ€™avais avant câ€™est Ã§a le concept @AppleSupport ?,unclear,@328057 We offer support via Twitter in English. Contact us for help in   your preferred language here: https\://t.co/IBIY3vMgPj,0.35991,Iâ€™m sorry youâ€™re running into   this. Could you share a little more detail about what is happening and which   device or software version youâ€™re using?,TRUE,TRUE,TRUE,TRUE,The response appropriately asks for more information given the vague complaint.
2980719,@AppleSupport loads of music on two dead I pods.. can these be fixed   https\://t.co/QmRbBHdq5C,app\_or\_feature\_issue,@405863 We want to help.  Send us a   DM letting us know which country you are located in. https\://t.co/GDrqU22YpT,0.37193,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @405863 We want to help.  Send us a DM   letting us know which country you are located in. https\://t.co/GDrqU22YpT If   that does not resolve the issue, Apple Support can help with the next   troubleshooting or service step.",FALSE,FALSE,FALSE,TRUE,Retrieved evidence only asks for country and does not address repairing dead iPods.
658041,"@AppleSupport iphone 7 plus, 11.1.1, spotify. iâ€™m talking it literally   just stopped my music for a PUSH notification that came while my phone was   locked.",account\_security,@666855 Thanks. Send us a DM with details on what you are experiencing   with your camera along with the country you're located in to continue.   https\://t.co/GDrqU22YpT,0.336206,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @666855 Thanks. Send us a DM with details on what you are experiencing with   your camera along with the country you're located in to continue. https\://t.co/GDrqU22YpT   If that does not resolve the issue, Apple Support can help with the next   troubleshooting or service step.",FALSE,FALSE,FALSE,TRUE,"Retrieved evidence is about camera issues, not Spotify playback stopping."
686908,@115858  WHAT IN GODâ€™S NAME IS   THISSSS?!!!!!??? https\://t.co/UNpfTktakU,unclear,"@666848 Let's look into this together. Which iOS are you on currently?   Check by going to Settings &gt; General &gt; About. If you are not on   iOS 11.1.1, please update and check to see if your issue is resolved:   https\://t.co/80YRnjDFDk",0.565937,Iâ€™m sorry youâ€™re running into   this. Could you share a little more detail about what is happening and which   device or software version youâ€™re using?,TRUE,TRUE,TRUE,TRUE,"The customer gives no actual issue details, so asking for clarification is appropriate."
87214,@AppleSupport i signed out of my apple id on my phone &amp; when i   signed back in tons of my music wasnt in my library/no longer downloaded   &amp; my playlists were gone. i have an apple music membership.   everything on my computer stayed the same however. how do i get it back to   normal??,account\_security,@588551 We'd be happy to assist. Please DM your iPhone model and country.   We'll pick this conversation there. Thanks! https\://t.co/GDrqU22YpT,0.300785,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @588551 We'd be happy to assist. Please DM your iPhone model and country.   We'll pick this conversation there. Thanks! https\://t.co/GDrqU22YpT If that   does not resolve the issue, Apple Support can help with the next   troubleshooting or service step.",TRUE,TRUE,TRUE,TRUE,DM support is a reasonable next step for missing Apple Music content after sign-in.
2110848,"@AppleSupport This didn't help much the trusted ""number"" isn't   a SIM card I have anymore",unclear,@512725 We'd like to discuss this further. Please join us in a DM and   tell us which iOS version the iPhone is running. https\://t.co/GDrqU22YpT,0.293809,Iâ€™m sorry youâ€™re running into   this. Could you share a little more detail about what is happening and which   device or software version youâ€™re using?,TRUE,TRUE,TRUE,TRUE,The reply asks for clarification where the current context is insufficient.
2789214,"UygulamalarÄ±ma gÃ¼ncelleme geldi ve ben gÃ¼ncelleyemiyorum. Åžehirde   yetkili maÄŸaza yok, bÃ¶lgede yok. Destek hesabÄ± Tr cevap vermiyor vallahi   kafayÄ± yiyeceÄŸim @AppleSupport @115858",unclear,@647894 We offer support via Twitter in English. Contact us for help in   your preferred language here: https\://t.co/IBIY3vMgPj,0.435633,Iâ€™m sorry youâ€™re running into   this. Could you share a little more detail about what is happening and which   device or software version youâ€™re using?,FALSE,FALSE,FALSE,TRUE,Retrieved evidence is only about language support and does not address inability to update apps.
569252,"Hey @AppleSupport, did you guys get rid of the ringtone option on   @118721? I made a ringtone and I can't get it to important. Please help. This   is driving me crazy!!!",unclear,@720959 We did not. It's still available by going to Settings &gt;   General &gt; Accessibility &gt; Display Accomodations &gt; Color   Filters.,0.379723,Iâ€™m sorry youâ€™re running into   this. Could you share a little more detail about what is happening and which   device or software version youâ€™re using?,FALSE,FALSE,FALSE,TRUE,Retrieved evidence concerns display accommodations rather than importing a ringtone.
2962925,@115858 yâ€™all really trying it! Why is my my phone changing it to I.t?   Mad annoying.,unclear,@591277 Let's take a look at that together. Have you already updated to   iOS 11.1? Let us know in DM and we'll get started. https\://t.co/GDrqU22YpT,0.382413,Iâ€™m sorry youâ€™re running into   this. Could you share a little more detail about what is happening and which   device or software version youâ€™re using?,TRUE,TRUE,TRUE,TRUE,Asking for iOS/device details is a reasonable diagnostic next step for the autocorrect issue.
2726978,@AppleSupport 11.1.2,unclear,@529394 Ok. There is an update available for your device. Let's update.   Steps to can be found here: https\://t.co/80YRnjDFDk,1,Iâ€™m sorry youâ€™re running into   this. Could you share a little more detail about what is happening and which   device or software version youâ€™re using?,TRUE,TRUE,TRUE,TRUE,"The historical response provides an update path, and the customer only supplied a version number."
2814565,@115858 @AppleSupport NOW MY PHONE   CRASHES WTF ðŸ˜¡ðŸ˜¡ðŸ˜¡ <br>     IM SO MAD UGH,device\_performance,@517524 We're here for you. What are you having difficulties with today?,0.302213,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @517524 We're here for you. What are you having difficulties with today? If   that does not resolve the issue, Apple Support can help with the next troubleshooting   or service step.",TRUE,TRUE,TRUE,TRUE,The response appropriately acknowledges the crash and asks what difficulty is occurring.
2263477,"@AppleSupport Thanks for your help! Iâ€™ve already tried to restart my   iPhone, or running the Music app with/without internet enabled, but no   success so far. This only happens when I try to open Music. Other apps run   just fine with no freezing or crashing",device\_performance,@370236 It's our pleasure. Let us know if we can help with anything else.,0.262282,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @370236 It's our pleasure. Let us know if we can help with anything else. If   that does not resolve the issue, Apple Support can help with the next troubleshooting   or service step.",FALSE,FALSE,FALSE,TRUE,"The customer explicitly says the Music app alone freezes, while the retrieved evidence is merely a closing/thanks response."
2837170,"@AppleSupport I think it first happened after I updated to iOS 11.1, I   cannot reproduce it whenever though. Also, it never happens when Iâ€™m   attaching my iPad Pro to the smart keyboard.",software\_update,"@519334 Alright, no problem. Let us know exactly what you mean by Safari   being â€œbrickedâ€ in DM. Weâ€™ll continue working with you there.   https\://t.co/GDrqU22YpT",0.284553,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @519334 Alright, no problem. Let us know exactly what you mean by Safari   being â€œbrickedâ€ in DM. Weâ€™ll continue working with you there. https\://t.co/GDrqU22YpT   If that does not resolve the issue, Apple Support can help with the next   troubleshooting or service step.",FALSE,FALSE,FALSE,TRUE,"Retrieved evidence discusses Safari, not the reported issue after iOS 11.1."
119450,"@AppleSupport: New #iPhoneX. iOS 11.1.2 update. Phone app literally will   not open. Cannot access call history, my voicemail or make a call. #WTF",software\_update,@183468 We'd like to help you get the iPhone working again. Let's start   by following the steps in this article: https\://t.co/c3jtCmHUBM,0.245051,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @183468 We'd like to help you get the iPhone working again. Let's start by   following the steps in this article: https\://t.co/c3jtCmHUBM If that does not   resolve the issue, Apple Support can help with the next troubleshooting or   service step.",TRUE,TRUE,TRUE,TRUE,The historical response provides a troubleshooting article for getting the iPhone working.
2410106,@AppleSupport iPhone 7 Plus and iOS 11.1.2,software\_update,"@212696 Does this only occur in the Music widget for those two apps, or   does it also occur in the Music app? Any steps tried so far?",1,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @212696 Does this only occur in the Music widget for those two apps, or does   it also occur in the Music app? Any steps tried so far? If that does not   resolve the issue, Apple Support can help with the next troubleshooting or   service step.",FALSE,FALSE,FALSE,TRUE,"The retrieved evidence is about Music widget behavior, while the customer only supplies device/version context."
524498,@AppleSupport It happen also to me after update ios to version 11.2   please help. My phone is iphone 7plus,software\_update,@669945 Thanks for confirming. Please DM us so that we can look into this   together. https\://t.co/GDrqU22YpT,0.373108,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @669945 Thanks for confirming. Please DM us so that we can look into this   together. https\://t.co/GDrqU22YpT If that does not resolve the issue, Apple   Support can help with the next troubleshooting or service step.",TRUE,TRUE,TRUE,TRUE,The historical response appropriately offers DM investigation for an update-related issue.
2679907,"Is there any issue with iTunes Server?! After factory reset i am getting   this error on my iPad. ""activation information was invalid"". Trying   to activate it since 1 day no luck!  :(   @AppleSupport https\://t.co/XJJa2zBS9C",app\_or\_feature\_issue,"@183232 We'd like to help. Are you still receiving the same message? If   so, take a look here for a few steps: https\://t.co/80YRnjDFDk",0.234874,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @183232 We'd like to help. Are you still receiving the same message? If so,   take a look here for a few steps: https\://t.co/80YRnjDFDk If that does not   resolve the issue, Apple Support can help with the next troubleshooting or   service step.",TRUE,TRUE,TRUE,TRUE,The evidence includes checking whether the activation error persists and provides troubleshooting.
700039,@AppleSupport how do I view achievements on games like The Room 3 that   donâ€™t have a list now that the Game Center app is gone?,information\_request,@572892 We currently don't offer a way to delete Game Center Game   data.  We'd recommend providing   feedback here: https\://t.co/eTPVYVFyd8,0.312364,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @572892 We currently don't offer a way to delete Game Center Game data.  We'd recommend providing feedback here:   https\://t.co/eTPVYVFyd8 If that does not resolve the issue, Apple Support can   help with the next troubleshooting or service step.",FALSE,FALSE,FALSE,TRUE,"Retrieved evidence is about deleting Game Center data, not viewing achievements."
627951,"Hey, @115858 we have a swipe to camera gensture. Why canâ€™t we replace   the 3D Touch camera button with something else?",purchase\_repair\_support,@173734 We'll be happy to look into this with you. Which device are you   having this problem on?,0.300453,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @173734 We'll be happy to look into this with you. Which device are you   having this problem on? If that does not resolve the issue, Apple Support can   help with the next troubleshooting or service step.",FALSE,FALSE,FALSE,TRUE,"Retrieved evidence asks which device has a problem, but the customer is asking about replacing a camera shortcut."
98845,@AppleSupport  I never use Live   Photo mode and I donâ€™t intend to. Why does it sporadically keep getting   turned back on in camera?,app\_or\_feature\_issue,"@681251 Thanks for contacting us, we can help you with your Live Photo   question. Use this as a guide: https\://t.co/C3E4kiTqdx  You'll want to go to the tips under   ""Take a Life Photo"" and use Preserve Settings to help ensure it   stays off for you.",0.235256,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @681251 Thanks for contacting us, we can help you with your Live Photo   question. Use this as a guide: https\://t.co/C3E4kiTqdx  You'll want to go to the tips under   ""Take a Life Photo"" and use Preserve Settings to help ensure it   stays off for you. If that does not resolve the issue, Apple Support can help   with the next troubleshooting or service step.",TRUE,TRUE,TRUE,TRUE,The retrieved evidence directly addresses preserving the Live Photo setting.
596879,"Nothing will load, my apps wonâ€™t stay open, I canâ€™t answer calls.   @115858 has been pushing my limits with this new release ðŸ˜¡",connectivity,"@568193 We're here to help. What's the exact iOS version running on your   iPhone? Let's take this to DM, so we can better assist you.   https\://t.co/GDrqU22YpT",0.271702,"Iâ€™m sorry youâ€™re running into   this. Based on a similar Apple Support case, a relevant next step was:   @568193 We're here to help. What's the exact iOS version running on your   iPhone? Let's take this to DM, so we can better assist you. https\://t.co/GDrqU22YpT   If that does not resolve the issue, Apple Support can help with the next   troubleshooting or service step.",TRUE,FALSE,FALSE,TRUE,The retrieved response asks only for iOS version despite the broad severe app/call failures.
