customer_tweet_id,customer_text,predicted_intent,retrieved_support_text,retrieval_score,draft_reply,helpful,correct,clear,evidence_supported,reason
2680194,"Wtf Is this iPhone X nonsense, keeps freezing on me. Speakers rattle when at the highest volume and Snapchat keeps crashing. Didn’t have any of these problems on my Note 5, Fix it @AppleSupport @115858",device_performance,@162992 Thanks for reaching out! Let us know if restarting the iPhone helps in DM. We’ll continue troubleshooting there. https://t.co/GDrqU22YpT,0.2444149172174521,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @162992 Thanks for reaching out! Let us know if restarting the iPhone helps in DM. We’ll continue troubleshooting there. https://t.co/GDrqU22YpT If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2679907,"Is there any issue with iTunes Server?! After factory reset i am getting this error on my iPad. ""activation information was invalid"". Trying to activate it since 1 day no luck!  :( @AppleSupport https://t.co/XJJa2zBS9C",app_or_feature_issue,"@183232 We'd like to help. Are you still receiving the same message? If so, take a look here for a few steps: https://t.co/80YRnjDFDk",0.23487393281435,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @183232 We'd like to help. Are you still receiving the same message? If so, take a look here for a few steps: https://t.co/80YRnjDFDk If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2980719,@AppleSupport loads of music on two dead I pods.. can these be fixed https://t.co/QmRbBHdq5C,app_or_feature_issue,@405863 We want to help.  Send us a DM letting us know which country you are located in. https://t.co/GDrqU22YpT,0.371929599585949,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @405863 We want to help.  Send us a DM letting us know which country you are located in. https://t.co/GDrqU22YpT If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
689351,@AppleSupport If this is my biggest problem with @115858 I’m in good hands lol.  Thanks for quick reply.  I’ll update status after update installs.,software_update,@409813 You're welcome. Let us know the result once you're able to test it out after making those changes.,0.2855711391111885,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @409813 You're welcome. Let us know the result once you're able to test it out after making those changes. If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2695075,"@AppleSupport My computer (OS Sierra) has been stuck for weeks updating 11 pictures. I’m on iCloud Photo Library and all the new stuff seems to share, but those 11 are only visible on my computer...? 🤷🏻‍♀️",software_update,@314066 We want to help! Log into https://t.co/coj9FJKJWV from a computer browser. Do you still see the photos and videos there?,0.2320006693631864,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @314066 We want to help! Log into https://t.co/coj9FJKJWV from a computer browser. Do you still see the photos and videos there? If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2699831,@AppleSupport My music will only play for a second and then won’t play any more.,app_or_feature_issue,@709714 Is it doing this with one particular device or multiple?,0.3827011940604214,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @709714 Is it doing this with one particular device or multiple? If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2699023,"@AppleSupport Alright, thank you so much!",unclear,@218001 You're most welcome.,0.6918687648329294,I’m sorry you’re running into this. Could you share a little more detail about what is happening and which device or software version you’re using?,,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2700973,@AppleSupport just got a phone call from the Annapolis Md Apple store according to caller id.  telling me my icloud has been breached.  Maybe the store should be made aware of this?  I know it is a scam,account_security,@596602 Thanks for reaching out! We’d like to take a closer look at this with you. Please meet us in DM to proceed. https://t.co/GDrqU22YpT,0.2660176496500381,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @596602 Thanks for reaching out! We’d like to take a closer look at this with you. Please meet us in DM to proceed. https://t.co/GDrqU22YpT If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2702169,@AppleSupport I’m trying to download the recent app updates in the store and I am asked to enter a billing address when it isn’t a purchase,purchase_repair_support,@603107 We want to look into this. What happens when you enter your password? Does it give you an error?,0.2163616127311075,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @603107 We want to look into this. What happens when you enter your password? Does it give you an error? If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",2.0,2.0,2.0,1.0,"The draft reply awkwardly quotes historical evidence verbatim, including another user's Twitter handle (@603107), and asks about password errors rather than directly addressing why a billing address is requested for free app updates."
2704233,"The @115858 store at #TheGrove has the worst customer service I’ve EVER experienced in my life! I don’t like to make things racial but a white guy went in the store with the same issue as me, and let’s just say his issue got resolved and mine didn’t.",purchase_repair_support,@187434 Please send us a DM with some details of our experience. https://t.co/GDrqU2kzhr,0.3242899830076918,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @187434 Please send us a DM with some details of our experience. https://t.co/GDrqU2kzhr If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",1.0,1.0,2.0,0.0,The reply improperly copy-pastes another user's Twitter handle (@187434) from the historical evidence and irrelevant advice about 'troubleshooting' for a serious customer service and discrimination complaint.
2704246,@AppleSupport I️ am using IOS 11,software_update,@314584 Thank you. Did you experience any of these issues before updating to iOS 11?,0.6688938202960295,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @314584 Thank you. Did you experience any of these issues before updating to iOS 11? If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",1.0,2.0,2.0,1.0,"The reply verbatim copy-pastes a historical tweet including another user's Twitter handle (@314584), resulting in an unnatural and unhelpful response."
2981555,"@AppleSupport my iPhone is disabled, it says that I have to connect it to iTunes, my laptop broke I don't have a way of doing that, I only have an iPad, I really need my phone",app_or_feature_issue,"@201085 Okay, let's move to DM so we can look into this further. https://t.co/GDrqU22YpT",0.240099802939681,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @201085 Okay, let's move to DM so we can look into this further. https://t.co/GDrqU22YpT If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",1.0,1.0,2.0,1.0,"The reply awkwardly quotes a past tweet containing another user's handle (@201085) instead of offering direct, helpful instructions for unlocking the disabled iPhone."
2726027,this update STILL didn’t fix the “I” problem 🙃🙃 @AppleSupport,software_update,"@663352 Are you still seeing the issue when you type or when others type? If you see it when you type, send us a DM. If you see it when others type, the issue is not on your device. https://t.co/GDrqU22YpT",0.6898374360767898,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @663352 Are you still seeing the issue when you type or when others type? If you see it when you type, send us a DM. If you see it when others type, the issue is not on your device. https://t.co/GDrqU22YpT If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",2.0,3.0,2.0,1.0,"The draft reply awkwardly quotes the historical evidence verbatim, including meta-text and another user's Twitter handle (@663352), making it robotic and poorly formatted even though the underlying advice is supported."
2726965,I had this beautiful instrumental created from scratch but my computer decided to delete it as I was trying to save it... 3 different times. @115858 this apart of the new update or what?,software_update,"@577995 The video will need to be formatted for iPhone, then exported. Learn more about how to do that here:  https://t.co/qq3thtcbRW",0.1975217042755966,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @577995 The video will need to be formatted for iPhone, then exported. Learn more about how to do that here:  https://t.co/qq3thtcbRW If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",1.0,1.0,2.0,1.0,The draft reply offers completely irrelevant advice regarding iPhone video formatting to a customer who lost an instrumental audio file on their computer.
2728099,"@AppleSupport 
Hello 
I recently ported my phone number from one carrier to another 
I however have been unable to activate iMessages 
I’ve tried all solutions suggested on the Apple website but none have worked.
Please assist 
Thank you",app_or_feature_issue,@188705 Let's look into this a bit closer. Join us in DM by using this link: https://t.co/nYknMGviju,0.2066180219975092,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @188705 Let's look into this a bit closer. Join us in DM by using this link: https://t.co/nYknMGviju If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2639699,"@AppleSupport Thank you, just private messaged you.",unclear,@469848 We've received your DM and we'll happily follow up with you there shortly. https://t.co/GDrqU22YpT,0.5272625854808812,I’m sorry you’re running into this. Could you share a little more detail about what is happening and which device or software version you’re using?,,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2729070,@AppleSupport My current issue did not shows in the Topic. Please help me to fix MY PHOTO STREAM. My Photo Stream turned blurred.,unclear,@602157 Thanks for reaching out. We're here to help. DM us so we can look into this further with you. https://t.co/GDrqU22YpT,0.3272997819984152,I’m sorry you’re running into this. Could you share a little more detail about what is happening and which device or software version you’re using?,,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2755788,Dont ever buy and Iphone as a personal consumer for their stupid and extremely overpriced smartphone i am the user of iphone from 11 month and it has so many problems that i cant even explain @115858,unclear,@559083 We're here for you to get things working like they should be. Meet us in DM where we can learn more about what's happening. https://t.co/GDrqU22YpT,0.1944141802966463,I’m sorry you’re running into this. Could you share a little more detail about what is happening and which device or software version you’re using?,,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2730349,@AppleSupport iPhone 6,unclear,"@167314 Got it. Which exact version of iOS is the iPhone 7 running? Let us know in DM, we'll continue there. https://t.co/GDrqU22YpT",1.0,I’m sorry you’re running into this. Could you share a little more detail about what is happening and which device or software version you’re using?,,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2263604,@AppleSupport Can’t search for developer contact,unclear,@427257 We're here to help! Tell us a little more about what is going on in a DM and we'll continue there. https://t.co/GDrqU22YpT,0.4348425007449223,I’m sorry you’re running into this. Could you share a little more detail about what is happening and which device or software version you’re using?,,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2263477,"@AppleSupport Thanks for your help! I’ve already tried to restart my iPhone, or running the Music app with/without internet enabled, but no success so far. This only happens when I try to open Music. Other apps run just fine with no freezing or crashing",device_performance,@370236 It's our pleasure. Let us know if we can help with anything else.,0.2622823157929678,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @370236 It's our pleasure. Let us know if we can help with anything else. If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2726978,@AppleSupport 11.1.2,unclear,@529394 Ok. There is an update available for your device. Let's update. Steps to can be found here: https://t.co/80YRnjDFDk,1.0000000000000002,I’m sorry you’re running into this. Could you share a little more detail about what is happening and which device or software version you’re using?,,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2751140,@115858 can you fix my i.t bc wtf is an i.t,unclear,@665831 We're glad to help. Let's get your iOS version from Settings &gt; General &gt; About &gt; Version. We'll work from there.,0.595592705159308,I’m sorry you’re running into this. Could you share a little more detail about what is happening and which device or software version you’re using?,,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2756806,@237747 @AppleSupport I am having the same issue too. Ughhh,unclear,@592290 DM us below with more details on the issue you are experiencing so we can take a look at assisting today. https://t.co/GDrqU22YpT,0.6471458237897147,I’m sorry you’re running into this. Could you share a little more detail about what is happening and which device or software version you’re using?,,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2771866,@AppleSupport It’s as if my charger sucks out all the power once it’s fully charged. This can’t be explained now can it?,unclear,@192785 We'd like to look into this with you. Please DM us your current iOS version and the kind of iPhone you're using. https://t.co/GDrqU22YpT,0.2325424718875716,I’m sorry you’re running into this. Could you share a little more detail about what is happening and which device or software version you’re using?,,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
2773256,sorry if i lose our streak!!!!! my phone is dumb and reset itself and locked me out of it @AppleSupport EXPLAIN,account_security,"@718014 We want to be sure you don't have any issues updating. Meet us in DM with details of what's going on with this issue, and we'll help get your Mac working again. https://t.co/GDrqU22YpT",0.2942416644009388,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @718014 We want to be sure you don't have any issues updating. Meet us in DM with details of what's going on with this issue, and we'll help get your Mac working again. https://t.co/GDrqU22YpT If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",1.0,1.0,2.0,1.0,"The reply directly copy-pastes an irrelevant past tweet about a Mac update issue to a customer who is locked out of their phone, making it unhelpful and incorrect."
2773222,Beste  @AppleSupport @115858 #Nederland . Is het normaal dat een orginele ipad-mini oplader nog net niet smelt tijdens het opladen ...,unclear,@682277 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,0.31765605965328,I’m sorry you’re running into this. Could you share a little more detail about what is happening and which device or software version you’re using?,2.0,2.0,5.0,0.0,"The draft reply ignores the critical safety hazard (a melting charger) by asking generic questions like software version, and it fails to follow the historical evidence of directing non-English users to the appropriate language support link."
2774445,hey @115858 could you please help me with an order?,unclear,@127756 We've received your DM and we can happily help. We'll follow up with you there. https://t.co/GDrqU22YpT,0.426455656727413,I’m sorry you’re running into this. Could you share a little more detail about what is happening and which device or software version you’re using?,2.0,2.0,4.0,0.0,"The draft reply incorrectly treats an order inquiry as a technical/software issue by asking for device and software versions, and the response is not supported by the historical evidence."
2776016,"@AppleSupport Many apps, one is Starbucks app :)",unclear,"@684430 We're happy to help! Have you checked the App Store for updates? Which version of iOS do you have installed on your iPad? Join us in DM, we can look into this further. https://t.co/GDrqU22YpT",0.4259255685214881,I’m sorry you’re running into this. Could you share a little more detail about what is happening and which device or software version you’re using?,5.0,5.0,5.0,1.0,"The draft reply clearly and politely asks for key troubleshooting context (device model, software version, and issue details) which aligns with the historical evidence."
2777611,@AppleSupport this is iPhone 8 https://t.co/SiaKIYJco6,unclear,@546084  We're happy to help. Use this to identify and report phishing emails: https://t.co/LNMCdqt6fD Questions? DM us here: https://t.co/GDrqU22YpT,0.625478166134252,I’m sorry you’re running into this. Could you share a little more detail about what is happening and which device or software version you’re using?,3.0,3.0,5.0,0.0,"The draft reply asks which device the customer is using despite them explicitly mentioning it is an iPhone 8, and it does not draw upon the historical evidence about identifying/reporting phishing."
2782043,Every time I try and watch a video on Twitter my phone freezes and crashes. It’s either ios11 or the app. Fix this! @AppleSupport @TwitterSupport,device_performance,@388586 We'd love to help out. Has the device been restarted since it happened?,0.2405758526336227,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @388586 We'd love to help out. Has the device been restarted since it happened? If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",3.0,4.0,2.0,1.0,"The draft includes raw meta-language and another user's handle (@388586) verbatim, making the response awkward and unclear, though the underlying troubleshooting advice (restarting the device) is correct and supported by evidence."
2780698,"@AppleSupport Certainly. iOS 11.1.2. When connected to my car, “phone” and “audio device” continually disconnect then reconnect every few seconds unless actively in use. Experienced same with Airpods today. Connection tone repeatedly chimed. Then tried to make call and they weren’t connected.",connectivity,"@249389 Next, which iPhone model and iOS 11 version are you using? The latest is 11.0.3.",0.1740964129324073,"I’m sorry you’re running into this. Based on a similar Apple Support case, a relevant next step was: @249389 Next, which iPhone model and iOS 11 version are you using? The latest is 11.0.3. If that does not resolve the issue, Apple Support can help with the next troubleshooting or service step.",,,,,"Judge error: Error code: 429 - [{'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, lim"
