customer_tweet_id,customer_time,customer_text,support_tweet_id,support_time,support_text,gold_intent,gold_escalate,gold_escalation_reason,annotation_notes
2680194,2017-11-19 08:28:13+00:00,"Wtf Is this iPhone X nonsense, keeps freezing on me. Speakers rattle when at the highest volume and Snapchat keeps crashing. Didn’t have any of these problems on my Note 5, Fix it @AppleSupport @115858",2680193,Sun Nov 19 14:34:27 +0000 2017,@754081 We'll be glad to help you with what you're experiencing. We know you need to rely on your iPhone X for all your apps and features. Which iOS version do you have installed on your iPhone? Please DM us and we'll work together. https://t.co/GDrqU22YpT,device_performance,False,Routine device troubleshooting.,"The main problem is general device instability, freezing, crashing, restarting, shutdown, lag, or battery behavior."
2679907,2017-11-19 10:10:18+00:00,"Is there any issue with iTunes Server?! After factory reset i am getting this error on my iPad. ""activation information was invalid"". Trying to activate it since 1 day no luck!  :( @AppleSupport https://t.co/XJJa2zBS9C",2679906,Sun Nov 19 14:51:30 +0000 2017,"@754017 We know how important it is to have your iPad activated. Let’s look into this further together. Send us a DM telling us which country you’re located in, and the version of Windows your PC is running. https://t.co/GDrqU22YpT",information_request,False,Routine information request.,The customer is primarily asking for information or instructions.
2980719,2017-11-19 14:30:28+00:00,@AppleSupport loads of music on two dead I pods.. can these be fixed https://t.co/QmRbBHdq5C,2980716,Sun Nov 19 16:00:06 +0000 2017,"@680429 We'll do everything we can to see what options are available to help. Let's continue chatting about this via DM so we can dig in to what's happening in greater detail. Send over more details, including how long this issue has been occurring. https://t.co/GDrqU22YpT",app_or_feature_issue,False,Routine app or feature troubleshooting.,"The problem is tied to a specific Apple app, service, or feature."
689351,2017-11-19 16:03:19+00:00,@AppleSupport If this is my biggest problem with @115858 I’m in good hands lol.  Thanks for quick reply.  I’ll update status after update installs.,689348,Sun Nov 19 16:36:27 +0000 2017,@284723 Sure thing. Keep us posted.,software_update,False,Routine software update troubleshooting.,The message identifies an operating-system update as the main issue or cause.
2695075,2017-11-19 17:27:59+00:00,"@AppleSupport My computer (OS Sierra) has been stuck for weeks updating 11 pictures. I’m on iCloud Photo Library and all the new stuff seems to share, but those 11 are only visible on my computer...? 🤷🏻‍♀️",2695074,Sun Nov 19 18:08:00 +0000 2017,"@757383 For the best assistance with Photos, and your iCloud Photo Library, please reach out to our Advisors here:  https://t.co/IBIY3vMgPj",account_security,True,Account or security concern.,"The message concerns account access, authentication, suspicious activity, or security."
2699831,2017-11-19 20:26:28+00:00,@AppleSupport My music will only play for a second and then won’t play any more.,2699833,Sun Nov 19 20:49:30 +0000 2017,@758477 We've got some questions to help us isolate the issue. Is this happening with streaming or downloaded music? Which iOS version are we working on? You'll find that in Settings &gt; General &gt; About. Please DM us. https://t.co/GDrqU22YpT,app_or_feature_issue,False,Routine app or feature troubleshooting.,"The problem is tied to a specific Apple app, service, or feature."
2699023,2017-11-19 20:28:54+00:00,"@AppleSupport Alright, thank you so much!",2699025,Sun Nov 19 20:50:28 +0000 2017,@758296 You're welcome!,unclear,True,Insufficient information to safely determine the issue.,There is not enough information in the customer message to determine the issue confidently.
2700973,2017-11-19 20:40:55+00:00,@AppleSupport just got a phone call from the Annapolis Md Apple store according to caller id.  telling me my icloud has been breached.  Maybe the store should be made aware of this?  I know it is a scam,2700971,Sun Nov 19 20:50:00 +0000 2017,"@758723 Thanks for bringing this to our attention. For help with reporting these types of attempts, take a look at: https://t.co/LNMCdqt6fD",account_security,True,Account or security concern.,"The message concerns account access, authentication, suspicious activity, or security."
2702169,2017-11-19 20:59:45+00:00,@AppleSupport I’m trying to download the recent app updates in the store and I am asked to enter a billing address when it isn’t a purchase,2702167,Sun Nov 19 21:18:00 +0000 2017,@759009 This can be the expected behavior before updating your software when your device needs to go through a iTunes verification.,purchase_repair_support,True,"Purchase, repair, replacement, or service requires support.","The customer needs purchase, repair, replacement, warranty, refund, or service support."
2704233,2017-11-19 21:59:47+00:00,"The @115858 store at #TheGrove has the worst customer service I’ve EVER experienced in my life! I don’t like to make things racial but a white guy went in the store with the same issue as me, and let’s just say his issue got resolved and mine didn’t.",2704232,Sun Nov 19 22:12:00 +0000 2017,@759514 That is not the experience we want you to have.  Send us a DM letting us know more about what happened. https://t.co/GDrqU22YpT,unclear,True,Insufficient information to safely determine the issue.,There is not enough information in the customer message to determine the issue confidently.
2704246,2017-11-19 22:37:14+00:00,@AppleSupport I️ am using IOS 11,2704248,Sun Nov 19 22:42:50 +0000 2017,@759518 The current version is iOS 11.1.2. The iOS update to 11.1.1 fixed this issue.,unclear,True,Insufficient information to safely determine the issue.,There is not enough information in the customer message to determine the issue confidently.
2981555,2017-11-19 23:35:14+00:00,"@AppleSupport my iPhone is disabled, it says that I have to connect it to iTunes, my laptop broke I don't have a way of doing that, I only have an iPad, I really need my phone",2981554,Sun Nov 19 23:46:54 +0000 2017,"@822343 We want to help. If you're iPhone is in Recovery mode, we'll need access to a computer with iTunes. Do you have any friends or family members with a computer you could use for this? If not, DM us which country you're in and we'll work with you there. https://t.co/GDrqU22YpT",app_or_feature_issue,False,Routine app or feature troubleshooting.,"The problem is tied to a specific Apple app, service, or feature."
2726027,2017-11-20 04:06:04+00:00,this update STILL didn’t fix the “I” problem 🙃🙃 @AppleSupport,2726026,Mon Nov 20 13:13:31 +0000 2017,@628666 We are here to help. Is this when you type or in post others have made?,software_update,False,Routine software update troubleshooting.,The message identifies an operating-system update as the main issue or cause.
2726965,2017-11-20 05:58:39+00:00,I had this beautiful instrumental created from scratch but my computer decided to delete it as I was trying to save it... 3 different times. @115858 this apart of the new update or what?,2726963,Mon Nov 20 13:40:33 +0000 2017,"@764702 We want your computer working for you, and we'll do all we can to help. Let us know what type of Mac and OS you have, and what app you're using, and we'll get started.",information_request,False,Routine information request.,The customer is primarily asking for information or instructions.
2728099,2017-11-20 10:40:52+00:00,"@AppleSupport 
Hello 
I recently ported my phone number from one carrier to another 
I however have been unable to activate iMessages 
I’ve tried all solutions suggested on the Apple website but none have worked.
Please assist 
Thank you",2728097,Mon Nov 20 14:25:01 +0000 2017,@764959 Let's see what we can figure out together. Which version of iOS is installed on your iPhone currently? What errors or messages are you receiving in the process?,app_or_feature_issue,False,Routine app or feature troubleshooting.,"The problem is tied to a specific Apple app, service, or feature."
2639699,2017-11-20 15:27:15+00:00,"@AppleSupport Thank you, just private messaged you.",2639701,Mon Nov 20 15:47:01 +0000 2017,"@744965 We have received your DM and thank you for the time required to share this information with us, we will respond in DM shortly.",unclear,True,Insufficient information to safely determine the issue.,There is not enough information in the customer message to determine the issue confidently.
2729070,2017-11-20 15:55:22+00:00,@AppleSupport My current issue did not shows in the Topic. Please help me to fix MY PHOTO STREAM. My Photo Stream turned blurred.,2729072,Mon Nov 20 16:13:00 +0000 2017,"@527135 If you choose iPhone &gt; iOS &amp; Applications you should be able to select ""The topic is not listed."" to get to the right place.",app_or_feature_issue,False,Routine app or feature troubleshooting.,"The problem is tied to a specific Apple app, service, or feature."
2755788,2017-11-20 21:32:10+00:00,Dont ever buy and Iphone as a personal consumer for their stupid and extremely overpriced smartphone i am the user of iphone from 11 month and it has so many problems that i cant even explain @115858,2755786,Mon Nov 20 21:42:25 +0000 2017,"@771308 Thank you for reaching out to us. Let’s work together to find the best course of action for this issue. To start, what device model are you using and what issue(s) are you experiencing exactly? https://t.co/GDrqU22YpT",unclear,True,Insufficient information to safely determine the issue.,There is not enough information in the customer message to determine the issue confidently.
2730349,2017-11-20 23:08:21+00:00,@AppleSupport iPhone 6,2730351,Mon Nov 20 23:17:00 +0000 2017,@765474 Thanks. Which version of iOS 11 is your device currently running?,unclear,True,Insufficient information to safely determine the issue.,There is not enough information in the customer message to determine the issue confidently.
2263604,2017-11-20 23:37:11+00:00,@AppleSupport Can’t search for developer contact,2263602,Mon Nov 20 23:50:35 +0000 2017,"@622403 If an app you've previously installed is no longer available in the App Store, look for the app in your past purchases to find the app description and developer contact information. Here's a guide with the steps to see your past purchases: https://t.co/aI2ywuA300",information_request,False,Routine information request.,The customer is primarily asking for information or instructions.
2263477,2017-11-21 00:04:21+00:00,"@AppleSupport Thanks for your help! I’ve already tried to restart my iPhone, or running the Music app with/without internet enabled, but no success so far. This only happens when I try to open Music. Other apps run just fine with no freezing or crashing",2263479,Tue Nov 21 00:14:27 +0000 2017,@658939 You've taken some great troubleshooting steps so far. Let's meet up in DM and we'll continue on this from there: https://t.co/GDrqU22YpT,app_or_feature_issue,False,Routine app or feature troubleshooting.,"The problem is tied to a specific Apple app, service, or feature."
2726978,2017-11-21 00:23:40+00:00,@AppleSupport 11.1.2,2726980,Tue Nov 21 00:42:32 +0000 2017,"@764706 Thank you. If we're understanding correctly, alarms that you have set in the Clock app are turning off by themselves. Is that right? Please DM us. https://t.co/GDrqU22YpT",unclear,True,Insufficient information to safely determine the issue.,There is not enough information in the customer message to determine the issue confidently.
2751140,2017-11-21 00:35:14+00:00,@115858 can you fix my i.t bc wtf is an i.t,2751139,Tue Nov 21 00:47:00 +0000 2017,"@770212 Maybe we can help out with that. Meet up with us in DM with what version of iOS you're running, and we'll go through some steps to see about getting that resolved. https://t.co/GDrqU22YpT",app_or_feature_issue,False,Routine app or feature troubleshooting.,"The problem is tied to a specific Apple app, service, or feature."
2756806,2017-11-21 03:10:56+00:00,@237747 @AppleSupport I am having the same issue too. Ughhh,2757481,Tue Nov 21 03:24:39 +0000 2017,@771696 We'd be happy to help. Send us a DM with a few more details. https://t.co/GDrqU22YpT,unclear,True,Insufficient information to safely determine the issue.,There is not enough information in the customer message to determine the issue confidently.
2771866,2017-11-21 06:23:19+00:00,@AppleSupport It’s as if my charger sucks out all the power once it’s fully charged. This can’t be explained now can it?,2771865,Tue Nov 21 13:41:06 +0000 2017,"@774807 We know how important battery life is, and we'd be happy to look into this with you. Can you tell us which iPhone and version of software you're currently using? DM us your reply and we'll get started. https://t.co/GDrqU22YpT",information_request,False,Routine information request.,The customer is primarily asking for information or instructions.
2773256,2017-11-21 08:12:56+00:00,sorry if i lose our streak!!!!! my phone is dumb and reset itself and locked me out of it @AppleSupport EXPLAIN,2773253,Tue Nov 21 14:06:35 +0000 2017,@775113 Hi there! We'd like to help with this issue and need a bit more information. Do you see any messages or alerts on your iPhone screen?,device_performance,False,Routine device troubleshooting.,"The main problem is general device instability, freezing, crashing, restarting, shutdown, lag, or battery behavior."
2773222,2017-11-21 09:15:34+00:00,Beste  @AppleSupport @115858 #Nederland . Is het normaal dat een orginele ipad-mini oplader nog net niet smelt tijdens het opladen ...,2773221,Tue Nov 21 14:10:00 +0000 2017,@775107 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,purchase_repair_support,True,"Purchase, repair, replacement, or service requires support.","The customer needs purchase, repair, replacement, warranty, refund, or service support."
2774445,2017-11-21 11:55:29+00:00,hey @115858 could you please help me with an order?,2774444,Tue Nov 21 14:30:00 +0000 2017,@775381 We'd be happy to look into this with you more in detail.  Reach out to us via DM and let us know the order type and we'll continue from there. https://t.co/GDrqU22YpT,purchase_repair_support,True,"Purchase, repair, replacement, or service requires support.","The customer needs purchase, repair, replacement, warranty, refund, or service support."
2776016,2017-11-21 15:46:08+00:00,"@AppleSupport Many apps, one is Starbucks app :)",2776018,Tue Nov 21 16:16:01 +0000 2017,@142965 Thank you. We're not able to duplicate the issue with this particular app. Please DM and tell us if you see the app listed under Settings &gt; Safari &gt; Passwords. https://t.co/GDrqU22YpT,app_or_feature_issue,False,Routine app or feature troubleshooting.,"The problem is tied to a specific Apple app, service, or feature."
2777611,2017-11-21 15:46:45+00:00,@AppleSupport this is iPhone 8 https://t.co/SiaKIYJco6,2777613,Tue Nov 21 16:03:33 +0000 2017,"@776016 Try asking for ""New York City."" Any difference?",unclear,True,Insufficient information to safely determine the issue.,There is not enough information in the customer message to determine the issue confidently.
2782043,2017-11-21 16:51:41+00:00,Every time I try and watch a video on Twitter my phone freezes and crashes. It’s either ios11 or the app. Fix this! @AppleSupport @TwitterSupport,2782042,Tue Nov 21 17:09:00 +0000 2017,@776921 Thanks for contacting us. We'd be happy to help in any way we can. We recommend checking out this link: https://t.co/fUZ0NRJxcn,device_performance,True,Severe device instability.,"The main problem is general device instability, freezing, crashing, restarting, shutdown, lag, or battery behavior."
2780698,2017-11-21 17:06:13+00:00,"@AppleSupport Certainly. iOS 11.1.2. When connected to my car, “phone” and “audio device” continually disconnect then reconnect every few seconds unless actively in use. Experienced same with Airpods today. Connection tone repeatedly chimed. Then tried to make call and they weren’t connected.",2780700,Tue Nov 21 17:19:28 +0000 2017,@776623 Let's take a closer look into this issue. Select the following link to join us in a DM and we'll go from there. https://t.co/GDrqU22YpT,connectivity,False,Routine connectivity troubleshooting.,"The main problem involves Wi-Fi, Bluetooth, cellular, calls, or another connection."
2783357,2017-11-21 17:10:12+00:00,"@AppleSupport Hi Team, I just received an email (in German) stating that an order couldn’t be fulfilled but neither the link for the order no. works nor does a manual entry lead anywhere. It could be a cancelled AppleCare+ order which didn’t work via the Apple Store App.",2783355,Tue Nov 21 17:30:36 +0000 2017,@715343 Thanks for taking the time to reach out. We know it's important to be able to identify legitimate emails and we're here to get you pointed in the right direction. You'll want to review this article for help: https://t.co/LNMCdqt6fD,purchase_repair_support,True,"Purchase, repair, replacement, or service requires support.","The customer needs purchase, repair, replacement, warranty, refund, or service support."
2986785,2017-11-21 17:50:02+00:00,@115858 just to let you know I received these emails which I'm assuming are fake... https://t.co/U2bPSXcEG6,2986784,Tue Nov 21 18:03:51 +0000 2017,"@332603 Thanks for bringing this to our attention. We'd like to go over some information about how to identify legitimate email from us and how to avoid phishing emails. To get started, please use the link below to DM us. We look forward to hearing from you. https://t.co/GDrqU22YpT",information_request,False,Routine information request.,The customer is primarily asking for information or instructions.
2773279,2017-11-21 17:52:37+00:00,@AppleSupport I’m using 11.1. I was recording a new session when I was recording from safari but now that you’ve asked I tried to record the video from safari using the same recording time as I was recording a vid from youtube and it worked for about 5 secs and after that it didn’t have audio,2773281,Tue Nov 21 18:06:30 +0000 2017,"@775121 Try closing all opened windows in Safari. Then test the recording again. If that doesn't work, backup any necessary data on your device, and clear the history and cookies from Safari to test again: https://t.co/KATiqSeE7k",app_or_feature_issue,False,Routine app or feature troubleshooting.,"The problem is tied to a specific Apple app, service, or feature."
2786452,2017-11-21 19:08:05+00:00,@AppleSupport Thanks for your respone this is the current version am running. Everytime am on an app ie social media it will freeze and I will b unable to do anything without closing and reopening the app. It isnt an app issue as it is the same for my homescreen too at times! Plz help! 🙏 thxs https://t.co/jS3YZFNg2h,2786454,Tue Nov 21 19:20:00 +0000 2017,"@777941 Got it. Let's start by closing any apps currently open, then performing a normal restart on the device. This can help with software issues.

How to force an app to close on your iPhone: https://t.co/uyzgez0J6G

Restart your iPhone: https://t.co/d59djUbfjV",device_performance,False,Routine device troubleshooting.,"The main problem is general device instability, freezing, crashing, restarting, shutdown, lag, or battery behavior."
2789214,2017-11-21 19:27:12+00:00,"Uygulamalarıma güncelleme geldi ve ben güncelleyemiyorum. Şehirde yetkili mağaza yok, bölgede yok. Destek hesabı Tr cevap vermiyor vallahi kafayı yiyeceğim @AppleSupport @115858",2789213,Tue Nov 21 19:49:00 +0000 2017,@149701 We offer support via Twitter in English. Contact us for help in your preferred language here: https://t.co/IBIY3vMgPj,software_update,False,Routine software update troubleshooting.,The message identifies an operating-system update as the main issue or cause.
2790651,2017-11-21 20:08:05+00:00,"** APPLE HELP **

My Macbook pro has massively slowed down and worried it is on the verge of dying @AppleSupport - any advice please?! 
#mac #apple #help",2790650,Tue Nov 21 20:25:00 +0000 2017,"@778867 We rely on our Mac to run properly, and we'll do all we can to help. First, can you tell us which macOS version is currently installed? DM us your response, and we'll pick back up there. https://t.co/GDrqU22YpT",device_performance,False,Routine device troubleshooting.,"The main problem is general device instability, freezing, crashing, restarting, shutdown, lag, or battery behavior."
2381404,2017-11-21 23:20:33+00:00,"@AppleSupport Exactly, since the last update the iphone battery is with many problems.",2381406,Tue Nov 21 23:29:29 +0000 2017,@686595 Were you able to check those tips we sent on maximizing performance? Are there any settings that can be adjusted?,software_update,False,Routine software update troubleshooting.,The message identifies an operating-system update as the main issue or cause.
2803473,2017-11-22 01:32:03+00:00,"@AppleSupport Hi, thanks for responding back. I’m currently running 11.1.2",2803471,Wed Nov 22 01:39:00 +0000 2017,@240120 Thanks for keeping your device updated to the latest version. How long ago did you install iOS 11.1.2? Are all your apps updated to the latest software? You can check this under the App Store &gt; Updates tab.,unclear,True,Insufficient information to safely determine the issue.,There is not enough information in the customer message to determine the issue confidently.
2806698,2017-11-22 03:27:07+00:00,"@AppleSupport before i go buy the iphone x, are there any other colors releasing",2806697,Wed Nov 22 03:36:51 +0000 2017,@703584 We appreciate your interest and encourage you to stay up to date on Apple news here: https://t.co/gbIPLOJYQL,purchase_repair_support,True,"Purchase, repair, replacement, or service requires support.","The customer needs purchase, repair, replacement, warranty, refund, or service support."
611252,2017-11-22 04:49:39+00:00,"So the short story is that @AppleSupport is having me pay to replace a defective phone, potentially harmful due to an expanded battery - could explode. Their logic is 'buy a new one or pay to replace the defective one we gave you'.  #Apple https://t.co/Yws2rhEBgI",611251,Wed Nov 22 13:22:36 +0000 2017,"@265331 We'd like to look into this with you. Send us over a DM, and we'll see how we can help. https://t.co/GDrqU22YpT",purchase_repair_support,True,"Purchase, repair, replacement, or service requires support.","The customer needs purchase, repair, replacement, warranty, refund, or service support."
619386,2017-11-22 11:24:45+00:00,@AppleSupport 11.1.2 killed the great sound &amp; battery 8 plus had just 4 weeks ago,619385,Wed Nov 22 14:54:30 +0000 2017,@266978 Thank you for that info. We'd like to look into this further with you. DM us and we'll continue there. https://t.co/GDrqU22YpT,device_performance,False,Routine device troubleshooting.,"The main problem is general device instability, freezing, crashing, restarting, shutdown, lag, or battery behavior."
627951,2017-11-22 13:30:02+00:00,"Hey, @115858 we have a swipe to camera gensture. Why can’t we replace the 3D Touch camera button with something else?",627950,Wed Nov 22 15:12:24 +0000 2017,"@137149 We're glad to help! While it's possible to access the Camera from the Lock screen or Notifications list by swiping left, Apple certainly welcomes suggestions. Here’s a great link to submit your feedback: https://t.co/eTPVYVFyd8",purchase_repair_support,True,"Purchase, repair, replacement, or service requires support.","The customer needs purchase, repair, replacement, warranty, refund, or service support."
629713,2017-11-22 14:21:58+00:00,"WTF is going on with that ant-sized icon, @115858?! 🧐 #Apple #iCloud https://t.co/6mrcmOzbbA",629712,Wed Nov 22 15:44:01 +0000 2017,@269177 That's curious. Does this occur in a particular app? What device does this occur on? Let's meet up in DM. https://t.co/GDrqU22YpT,account_security,True,Account or security concern.,"The message concerns account access, authentication, suspicious activity, or security."
629661,2017-11-22 15:13:34+00:00,@115858 @AppleSupport I have a list of iOS 11 bugs/glitches a@that I would like to share with you. What is the best channel to do so?,629660,Wed Nov 22 15:57:00 +0000 2017,@269160 Hi there. DM us and tell us about the issues you're having and we can take a look. https://t.co/GDrqU22YpT,information_request,False,Routine information request.,The customer is primarily asking for information or instructions.
633863,2017-11-22 16:09:30+00:00,@AppleSupport https://t.co/zq3ugAaBO2,633862,Wed Nov 22 16:35:00 +0000 2017,@270250 We'd like to help get you pointed in the right direction. For billing issues with your account reach out to us here:  https://t.co/SDIe7UiyJN,unclear,True,Insufficient information to safely determine the issue.,There is not enough information in the customer message to determine the issue confidently.
620177,2017-11-22 16:26:28+00:00,"@AppleSupport it just closes unexpectedly, like i️ hit the home button. but i️ don’t hit the home button.",620176,Wed Nov 22 16:47:00 +0000 2017,"@267193 Thanks for confirming. Since the issue first began, has your iPhone been restarted? Also, what version of iOS is running on it? You can find the version number in Settings &gt; General &gt; About. https://t.co/GDrqU22YpT",app_or_feature_issue,False,Routine app or feature troubleshooting.,"The problem is tied to a specific Apple app, service, or feature."
644996,2017-11-22 17:32:20+00:00,"Thanks @115858 for essentially rendering my @273087 DJ setup useless with the latest OS X updates. My USB audio device no longer works properly. I can't even revert back to an older version of OS X either. I have a gig next week, you know. Sincerely, fuck you.",644995,Wed Nov 22 17:59:30 +0000 2017,@273086 We'd like to help you the best way that we can. Let's look into this with more detail. Send us a DM with your macOS version. https://t.co/GDrqU22YpT,software_update,False,Routine software update troubleshooting.,The message identifies an operating-system update as the main issue or cause.
644969,2017-11-22 17:47:56+00:00,"I Wonder When @115858 
Will Fix That [?] ! Glitch... 🤷🏻‍♂️",644968,Wed Nov 22 18:10:27 +0000 2017,@273076 We'd be happy to look into this with you more in detail.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,unclear,True,Insufficient information to safely determine the issue.,There is not enough information in the customer message to determine the issue confidently.
110933,2017-11-22 18:36:51+00:00,"@AppleSupport I have a problem when playing some songs that I have downloaded on my iPhone, I can not do it because it sends me to choose an Apole Music plan. Help https://t.co/zVKA3bUcaJ",110932,Wed Nov 22 18:55:32 +0000 2017,@140677 Thank you for showing us that video. Let's see if we can get to the bottom of this. How do you get your music to your iPhone? Is it purchased through the iTunes Store or synced with a computer? How were the songs that won't play placed on your iPhone?,app_or_feature_issue,False,Routine app or feature troubleshooting.,"The problem is tied to a specific Apple app, service, or feature."
637484,2017-11-22 19:31:06+00:00,@AppleSupport Ok thanks,637483,Wed Nov 22 19:39:56 +0000 2017,@271154 You’re welcome. Let us know if you need more help.,unclear,True,Insufficient information to safely determine the issue.,There is not enough information in the customer message to determine the issue confidently.
641974,2017-11-22 20:24:56+00:00,Ok so when is @115858 gonna fix the letter I️ for us,641973,Wed Nov 22 20:42:27 +0000 2017,@272351 We'd like to take a closer look at your keyboard issue. Which device do you have and what's the exact OS version installed on it?,information_request,False,Routine information request.,The customer is primarily asking for information or instructions.
641914,2017-11-22 20:40:11+00:00,"@AppleSupport laptop keeps shutting down during startup, tried a bunch of resets but nothing's working PLS HELP.",641913,Wed Nov 22 20:56:27 +0000 2017,@272334 We'd be happy to look into this with you.  Let us know in DM the type of laptop you have and the resets you've tried and we'll continue from there. https://t.co/GDrqU22YpT,device_performance,False,Routine device troubleshooting.,"The main problem is general device instability, freezing, crashing, restarting, shutdown, lag, or battery behavior."
628000,2017-11-22 22:17:07+00:00,@AppleSupport iPhone 6s. Here are 29 other people in an Apple forum who have the exact same problem https://t.co/zjSN8TPgyc,628002,Wed Nov 22 22:43:31 +0000 2017,@257978 Do you have an issue sharing songs on any other social media site?,unclear,True,Insufficient information to safely determine the issue.,There is not enough information in the customer message to determine the issue confidently.
658041,2017-11-22 23:27:46+00:00,"@AppleSupport iphone 7 plus, 11.1.1, spotify. i’m talking it literally just stopped my music for a PUSH notification that came while my phone was locked.",658043,Wed Nov 22 23:33:27 +0000 2017,@276652 Does this same issue occur if you listen to music with another application?,app_or_feature_issue,False,Routine app or feature troubleshooting.,"The problem is tied to a specific Apple app, service, or feature."
661515,2017-11-23 01:13:49+00:00,@AppleSupport hi send me a charger asap because they break fast thanks x,661514,Thu Nov 23 01:18:00 +0000 2017,@277620 Thanks for reaching out. If you're having an issue we can take a look at your options. DM us your country and we'll take it from there. https://t.co/GDrqU22YpT,purchase_repair_support,True,"Purchase, repair, replacement, or service requires support.","The customer needs purchase, repair, replacement, warranty, refund, or service support."
662807,2017-11-23 01:40:47+00:00,so l charge my phone for an 1hr and a half and my phone died in 45 mins? l see how y’all doing me @115858,662805,Thu Nov 23 01:51:00 +0000 2017,"@277911 We'd like to see how we can help over Twitter. Which model do you have and what's the current iOS version installed on it?

Any steps tried so far?",device_performance,False,Routine device troubleshooting.,"The main problem is general device instability, freezing, crashing, restarting, shutdown, lag, or battery behavior."
